"Unique ID";"Date Taken (America/New_York)";"Time Taken (America/New_York)";"Time Spent";"Q1 - Which Title Best Fits your Current Role?";"Q2 - Did you switch careers into Data?";"Q3 - Current Yearly Salary (in USD)";"Q4 - What Industry do you work in?";"Q5 - Favorite Programming Language";"Q6 - Happiness with your Current Position Salary";"Q6 - Happiness with Current Position Work/Life Balance";"Q6 - Happiness with Current Position Coworkers";"Q6 - Happiness with Current Position Management";"Q6 - Happiness with Current Position Upward Mobility";"Q6 - Happiness with Current Position Learning New Things";"Q7 - How difficult was it for you to break into Data?";"Q8 - Most important thing in a new job today";"Q9 - Male/Female?";"Q10 - Current Age";"Q11 - Which Country do you live in?";"Q12 - Highest Level of Education";"Q13 - Ethnicity"
"62a37bab2e54c9003e53a10a";"2022-06-10";"13:13:00";"00:02:09";"Data Analyst";"Yes";"66k-85k";"Other";"Python";5;9;10;10;5;10;"Neither easy nor difficult";"Better Salary";"Male";26;"United States";"Bachelors";"Black or African American"
"62a37c50cec54911e9cacee2";"2022-06-10";"13:16:00";"00:01:30";"Student/Looking/None";"Yes";"0-40k";"Finance";"Python";4;3;5;2;2;3;"Difficult";"Good Culture";"Male";31;"India";"Bachelors";"Asian or Asian American"
"62a37d41bae91e4b8b8369f7";"2022-06-10";"13:20:00";"00:01:31";"Data Analyst";"Yes";"0-40k";"Other";"Python";1;1;1;1;7;9;"Neither easy nor difficult";"Remote Work";"Male";22;"Other";"Bachelors";"Black or African American"
"62a37f8db4da29969c6367bf";"2022-06-10";"13:29:00";"00:02:32";"Data Analyst";"Yes";"66k-85k";"Other";"Python";7;8;10;8;7;5;"Neither easy nor difficult";"Remote Work";"Male";31;"Other";"Bachelors";"White or Caucasian"
"62a37ff3bae91e4b8b836ed0";"2022-06-10";"13:31:00";"00:01:21";"Student/Looking/None";"Yes";"0-40k";"Tech";"Python";0;4;0;0;4;5;"Neither easy nor difficult";"Better Salary";"Male";27;"United States";"Masters";"Asian or Asian American"
"62a38023575fa3a5ae89339e";"2022-06-10";"13:32:00";"00:01:32";"Student/Looking/None";"No";"0-40k";"Student";"Python";1;1;2;1;1;1;"Difficult";"Better Salary";"Female";25;"United States";"Bachelors";"Asian or Asian American"
"62a38153cec54911e9cad855";"2022-06-10";"13:37:00";"00:24:18";"Data Analyst";"Yes";"0-40k";"Healthcare";"Python";4;10;10;8;8;10;"Easy";"Good Work/Life Balance";"Male";30;"Other";"Masters";"Hispanic or Latino"
"62a381d024a262602738ab19";"2022-06-10";"13:39:00";"00:01:44";"Data Analyst";"Yes";"41k-65k";"Healthcare";"R";0;6;5;6;0;2;"Easy";"Other";"Male";28;"United States";"Masters";"Hispanic or Latino"
"62a38227bae91e4b8b837235";"2022-06-10";"13:40:00";"00:01:37";"Data Analyst";"No";"125k-150k";"Finance";"Python";6;6;5;4;2;4;"Easy";"Remote Work";"Male";26;"United States";"Bachelors";"White or Caucasian"
"62a38489cf25554317309145";"2022-06-10";"13:51:00";"00:01:40";"Data Scientist";"Yes";"125k-150k";"Other";"Python";6;7;7;10;6;7;"Neither easy nor difficult";"Remote Work";"Female";32;"United States";"Masters";"White or Caucasian"
"62a384f0cec54911e9cadd6f";"2022-06-10";"13:52:00";"00:02:41";"Data Analyst";"Yes";"0-40k";"Other";"SQL";3;5;6;4;6;6;"Neither easy nor difficult";"Better Salary";"Female";40;"Other";"PhD";"White or Caucasian"
"62a385480f8c8599d5afa5c6";"2022-06-10";"13:54:00";"00:02:38";"Data Engineer";"Yes";"0-40k";"Other";"Python";4;7;7;6;8;7;"Neither easy nor difficult";"Better Salary";"Male";36;"Other";"Associates";"Asian or Asian American"
"62a3856218134ddc75cf1ee0";"2022-06-10";"13:54:00";"00:01:29";"Data Analyst";"Yes";"66k-85k";"Finance";"Python";6;10;9;9;9;10;"Difficult";"Better Salary";"Male";35;"United States";"Bachelors";"Hispanic or Latino"
"62a385c40f8c8599d5afa6cf";"2022-06-10";"13:56:00";"00:00:59";"Data Analyst";"Yes";"66k-85k";"Tech";"Python";3;4;4;4;5;5;"Very Difficult";"Good Work/Life Balance";"Male";29;"United States";"Masters";"Asian or Asian American"
"62a385ddbae91e4b8b837855";"2022-06-10";"13:56:00";"00:04:08";"Data Analyst";"No";"41k-65k";"Finance";"Python";6;5;9;9;7;5;"Neither easy nor difficult";"Other";"Female";25;"Other";"Masters";"Hispanic or Latino"
"62a385e7b4da29969c6372ab";"2022-06-10";"13:56:00";"00:02:05";"Database Developer";"Yes";"41k-65k";"Other";"Python";6;8;8;9;6;8;"Difficult";"Remote Work";"Male";29;"United States";"Bachelors";"White or Caucasian"
"62a386dfcec54911e9cae1d3";"2022-06-10";"14:01:00";"00:02:04";"Data Analyst";"No";"86k-105k";"Agriculture";"Python";7;6;7;4;5;8;"Difficult";"Good Work/Life Balance";"Male";26;"United States";"Bachelors";"Black or African American"
"62a3870bbc6861bf31775841";"2022-06-10";"14:01:00";"00:02:02";"Data Analyst";"No";"0-40k";"Other";"R";1;1;1;1;1;1;"Neither easy nor difficult";"Remote Work";"Male";34;"Other";"Bachelors";"Black or African American"
"62a38733f8d5efcc22f859fc";"2022-06-10";"14:02:00";"00:01:27";"Data Analyst";"Yes";"0-40k";"Finance";"Python";5;2;5;4;3;5;"Neither easy nor difficult";"Good Work/Life Balance";"Male";26;"Other";"Bachelors";"White or Caucasian"
"62a387e6575fa3a5ae8940a1";"2022-06-10";"14:05:00";"00:02:11";"Data Analyst";"No";"0-40k";"Tech";"Python";3;3;5;4;3;2;"Difficult";"Learning opportunity";"Female";22;"India";"Bachelors";"Asian or Asian American"
"62a388d524a262602738b869";"2022-06-10";"14:09:00";"00:01:40";"Student/Looking/None";"Yes";"0-40k";"Construction";"Python";0;2;0;1;1;2;"Very Difficult";"Remote Work";"Female";24;"Other";"Bachelors";"Black or African American"
"62a38975b4da29969c637830";"2022-06-10";"14:12:00";"00:03:09";"Data Analyst";"No";"0-40k";"Other";"Python";3;6;6;6;4;3;"Neither easy nor difficult";"Better Salary";"Male";26;"Other";"Bachelors";"Hispanic or Latino"
"62a38985f8f756164585b89c";"2022-06-10";"14:12:00";"00:03:13";"Data Architect";"Yes";"0-40k";"Finance";"Python";5;6;2;3;3;5;"Very Difficult";"Good Work/Life Balance";"Female";34;"Other";"Masters";"White or Caucasian"
"62a389b70f8c8599d5afad1a";"2022-06-10";"14:13:00";"00:02:27";"Data Analyst";"No";"0-40k";"Tech";"Python";3;5;4;5;4;2;"Neither easy nor difficult";"Better Salary";"Male";29;"India";"Bachelors";"Asian or Asian American"
"62a389ed18134ddc75cf24f8";"2022-06-10";"14:14:00";"00:01:27";"Data Scientist";"No";"0-40k";"Tech";"R";2;7;7;7;7;7;"Easy";"Better Salary";"Male";21;"Other";"Bachelors";"Black or African American"
"62a38a060a77c1a77f6654b7";"2022-06-10";"14:14:00";"00:02:47";"Data Analyst";"No";"0-40k";"Other";"Python";2;4;5;3;1;1;"Neither easy nor difficult";"Good Work/Life Balance";"Female";35;"Other";"Masters";"White or Caucasian"
"62a38a4d575fa3a5ae8944df";"2022-06-10";"14:15:00";"00:01:43";"Data Analyst";"No";"41k-65k";"Education";"Python";7;7;8;8;6;7;"Neither easy nor difficult";"Good Work/Life Balance";"Male";26;"United States";"Bachelors";"Black or African American"
"62a38a97cf25554317309af2";"2022-06-10";"14:16:00";"00:01:42";"Data Analyst";"Yes";"41k-65k";"Other";"Python";2;4;7;10;5;10;"Neither easy nor difficult";"Remote Work";"Male";28;"United States";"Bachelors";"White or Caucasian"
"62a38c120f8c8599d5afb0e9";"2022-06-10";"14:23:00";"00:02:02";"Manager";"No";"41k-65k";"Other";"Python";1;5;5;1;0;3;"Easy";"Better Salary";"Female";33;"United States";"Bachelors";"White or Caucasian"
"62a38c9dbc6861bf317760c4";"2022-06-10";"14:25:00";"00:01:57";"Data Analyst";"Yes";"66k-85k";"Other";"SQL";7;6;5;7;4;4;"Easy";"Better Salary";"Female";56;"United States";"Bachelors";"White or Caucasian"
"62a3906224a262602738c58a";"2022-06-10";"14:41:00";"00:01:16";"Data Scientist";"Yes";"125k-150k";"Healthcare";"Python";4;5;5;5;4;5;"Difficult";"Better Salary";"Male";28;"United States";"Masters";"White or Caucasian"
"62a3907cbae91e4b8b838917";"2022-06-10";"14:42:00";"00:01:44";"Student/Looking/None";"No";"0-40k";"Other";"JavaScript";0;0;0;0;0;10;"Neither easy nor difficult";"Remote Work";"Male";21;"Other";"High School";"White or Caucasian"
"62a390c0d8c00e9f541a6fd7";"2022-06-10";"14:43:00";"00:02:14";"Student/Looking/None";"No";"66k-85k";"Other";"Python";2;2;4;1;2;1;"Neither easy nor difficult";"Good Work/Life Balance";"Male";35;"United States";"Masters";"Black or African American"
"62a390e4f3072dd89262c0cd";"2022-06-10";"14:43:00";"00:01:25";"Data Analyst";"No";"41k-65k";"Healthcare";"Python";7;5;9;9;9;8;"Neither easy nor difficult";"Remote Work";"Male";29;"Other";"Masters";"Asian or Asian American"
"62a391cacf2555431730a623";"2022-06-10";"14:47:00";"00:01:18";"Data Analyst";"No";"86k-105k";"Tech";"Python";9;10;8;8;7;7;"Neither easy nor difficult";"Other";"Female";23;"United States";"Bachelors";"Asian or Asian American"
"62a39214f8f756164585c6b6";"2022-06-10";"14:48:00";"00:03:06";"Other";"No";"41k-65k";"Finance";"Python";3;3;3;0;0;1;"Difficult";"Good Work/Life Balance";"Male";25;"India";"Bachelors";"Asian or Asian American"
"62a39297b4da29969c638679";"2022-06-10";"14:51:00";"00:01:36";"Data Engineer";"Yes";"86k-105k";"Other";"Python";8;7;10;9;10;10;"Easy";"Better Salary";"Male";27;"United States";"Masters";"White or Caucasian"
"62a393330a77c1a77f6662e4";"2022-06-10";"14:53:00";"00:01:54";"Data Analyst";"No";"0-40k";"Tech";"Python";3;8;7;5;8;7;"Neither easy nor difficult";"Better Salary";"Male";22;"India";"Bachelors";"Indian"
"62a3944024a262602738cb07";"2022-06-10";"14:58:00";"00:02:02";"Data Analyst";"Yes";"0-40k";"Other";"Python";6;3;5;7;5;7;"Neither easy nor difficult";"Good Work/Life Balance";"Male";22;"India";"Bachelors";"Asian or Asian American"
"62a3951ed8c00e9f541a75d1";"2022-06-10";"15:01:00";"00:01:41";"Other";"No";"106k-125k";"Other";"Java";7;7;4;5;5;4;"Neither easy nor difficult";"Better Salary";"Male";43;"United States";"Masters";"Asian or Asian American"
"62a3958fcec54911e9caf827";"2022-06-10";"15:03:00";"00:05:13";"Other";"Yes";"0-40k";"Tech";"Python";3;5;8;4;5;5;"Difficult";"Better Salary";"Female";32;"United States";"Bachelors";"Asian or Asian American"
"62a3976ecf2555431730af5e";"2022-06-10";"15:11:00";"00:01:40";"Data Analyst";"No";"66k-85k";"Other";"Python";4;6;2;3;3;2;"Very Difficult";"Remote Work";"Male";31;"United States";"Bachelors";"Hispanic or Latino"
"62a397fb5d257a28a30e279a";"2022-06-10";"15:14:00";"00:01:20";"Data Engineer";"No";"0-40k";"Other";"Python";0;10;10;5;0;3;"Neither easy nor difficult";"Better Salary";"Male";25;"United Kingdom";"Bachelors";"White or Caucasian"
"62a3980c7dc029e2d66c9a81";"2022-06-10";"15:14:00";"00:01:49";"Data Analyst";"No";"41k-65k";"Agriculture";"SQL";3;5;5;5;3;2;"Neither easy nor difficult";"Better Salary";"Female";25;"United States";"Masters";"Asian or Asian American"
"62a3980e0f8c8599d5afc32c";"2022-06-10";"15:14:00";"00:01:27";"Data Analyst";"Yes";"106k-125k";"Other";"Other";9;9;9;6;9;8;"Difficult";"Good Work/Life Balance";"Male";31;"United States";"Masters";"Asian or Asian American"
"62a39a340f8c8599d5afc6ce";"2022-06-10";"15:23:00";"00:01:23";"Data Scientist";"Yes";"0-40k";"Education";"Python";3;3;1;1;1;6;"Difficult";"Better Salary";"Male";36;"Other";"Masters";"White or Caucasian"
"62a39a95bc6861bf3177751d";"2022-06-10";"15:25:00";"00:02:24";"Other";"No";"41k-65k";"Healthcare";"Python";6;8;8;8;8;10;"Neither easy nor difficult";"Good Work/Life Balance";"Female";35;"Other";"Masters";"White or Caucasian"
"62a39b315d257a28a30e2cae";"2022-06-10";"15:27:00";"00:01:40";"Data Analyst";"Yes";"66k-85k";"Other";"R";6;10;10;10;9;8;"Easy";"Remote Work";"Male";28;"United States";"Bachelors";"White or Caucasian"
"62a39b6cf408bae018ede929";"2022-06-10";"15:28:00";"00:01:55";"Data Analyst";"No";"0-40k";"Other";"Python";8;8;9;9;8;7;"Neither easy nor difficult";"Better Salary";"Male";27;"Other";"Bachelors";"Hispanic or Latino"
"62a39bd324a262602738d725";"2022-06-10";"15:30:00";"00:01:23";"Data Analyst";"Yes";"0-40k";"Other";"Python";7;4;7;4;8;10;"Easy";"Good Work/Life Balance";"Male";25;"Other";"Bachelors";"Hispanic or Latino"
"62a39e03f408bae018eded39";"2022-06-10";"15:39:00";"00:01:59";"Data Analyst";"No";"0-40k";"Other";"Python";6;6;10;8;6;8;"Neither easy nor difficult";"Better Salary";"Male";25;"Other";"Bachelors";"White or Caucasian"
"62a39e69d8c00e9f541a8358";"2022-06-10";"15:41:00";"00:01:10";"Other";"No";"41k-65k";"Other";"R";5;5;5;5;5;5;"Difficult";"Good Work/Life Balance";"Male";22;"United States";"Masters";"White or Caucasian"
"62a3a0bcf8f756164585daf7";"2022-06-10";"15:51:00";"00:03:49";"Data Analyst";"Yes";"41k-65k";"Healthcare";"none";7;8;8;4;6;8;"Neither easy nor difficult";"Good Culture";"Male";38;"Other";"High School";"White or Caucasian"
"62a3a1a62e54c9003e53dc35";"2022-06-10";"15:55:00";"00:01:47";"Data Analyst";"Yes";"0-40k";"Education";"Python";0;0;5;0;0;0;"Difficult";"Good Culture";"Male";27;"Other";"Bachelors";"Black or African American"
"62a3a231b4da29969c639b2c";"2022-06-10";"15:57:00";"00:02:55";"Data Analyst";"Yes";"86k-105k";"Other";"Other";4;4;2;2;2;2;"Easy";"Remote Work";"Female";34;"Canada";"Bachelors";"Black or African American"
"62a3a3800f8c8599d5afd4db";"2022-06-10";"16:03:00";"00:01:45";"Data Analyst";"Yes";"66k-85k";"Other";"Python";9;10;10;9;8;10;"Difficult";"Better Salary";"Female";31;"United States";"Bachelors";"White or Caucasian"
"62a3a4fdbae91e4b8b83ab6f";"2022-06-10";"16:09:00";"00:03:52";"Data Analyst";"Yes";"41k-65k";"Tech";"Python";4;9;8;8;6;10;"Neither easy nor difficult";"Better Salary";"Female";33;"Canada";"Masters";"Black or African American"
"62a3a7f50a77c1a77f668221";"2022-06-10";"16:22:00";"00:00:59";"Student/Looking/None";"Yes";"0-40k";"Tech";"Python";2;5;5;5;5;5;"Very Difficult";"Remote Work";"Male";23;"United States";"Bachelors";"Asian or Asian American"
"62a3a90f24a262602738e800";"2022-06-10";"16:26:00";"00:01:26";"Data Analyst";"Yes";"41k-65k";"Healthcare";"none";3;10;9;10;5;0;"Neither easy nor difficult";"Better Salary";"Female";25;"United States";"Bachelors";"Asian or Asian American"
"62a3a9dbd8c00e9f541a93eb";"2022-06-10";"16:30:00";"00:01:54";"Data Analyst";"Yes";"0-40k";"Tech";"Python";4;4;4;5;2;1;"Difficult";"Better Salary";"Male";29;"Other";"Masters";"White or Caucasian"
"62a3aaa3cec54911e9cb1724";"2022-06-10";"16:33:00";"00:02:16";"Data Analyst";"Yes";"41k-65k";"Healthcare";"R";5;7;9;8;8;8;"Neither easy nor difficult";"Better Salary";"Female";29;"United States";"Masters";"Black or African American"
"62a3ab320f8c8599d5afdfa8";"2022-06-10";"16:36:00";"00:01:45";"Data Analyst";"Yes";"0-40k";"Tech";"R";3;4;4;4;4;2;"Easy";"Better Salary";"Male";31;"India";"Masters";"Asian or Asian American"
"62a3abacd8c00e9f541a96eb";"2022-06-10";"16:38:00";"00:01:33";"Student/Looking/None";"No";"0-40k";"Real Estate";"R";0;5;0;0;0;0;"Very Difficult";"Remote Work";"Male";34;"Other";"High School";"Black or African American"
"62a3ac4bf8f756164585ea83";"2022-06-10";"16:40:00";"00:02:04";"Data Analyst";"Yes";"0-40k";"Tech";"Python";3;2;4;3;7;8;"Easy";"Good Work/Life Balance";"Male";26;"Other";"Bachelors";"Other"
"62a3ad35cec54911e9cb1b5c";"2022-06-10";"16:44:00";"00:01:34";"Data Scientist";"No";"86k-105k";"Healthcare";"Python";4;6;5;6;6;4;"Neither easy nor difficult";"Remote Work";"Female";26;"United States";"Bachelors";"White or Caucasian"
"62a3ae69bc6861bf3177900d";"2022-06-10";"16:49:00";"00:02:55";"Other";"Yes";"41k-65k";"Other";"Other";3;6;9;6;5;10;"Difficult";"Other";"Male";27;"United States";"Masters";"Black or African American"
"62a3af26cec54911e9cb1f3a";"2022-06-10";"16:52:00";"00:01:42";"Data Analyst";"Yes";"66k-85k";"Other";"Python";8;5;9;6;6;10;"Neither easy nor difficult";"Remote Work";"Male";26;"United States";"Bachelors";"White or Caucasian"
"62a3af66f8f756164585eeb8";"2022-06-10";"16:53:00";"00:03:01";"Student/Looking/None";"Yes";"0-40k";"Tech";"Python";4;5;4;4;3;4;"Very Difficult";"Better Salary";"Female";26;"United States";"Masters";"Asian or Asian American"
"62a3b135b4da29969c63b1ed";"2022-06-10";"17:01:00";"00:01:18";"Data Analyst";"Yes";"41k-65k";"Finance";"R";2;5;5;5;4;5;"Easy";"Better Salary";"Male";24;"United States";"Bachelors";"White or Caucasian"
"62a3b255d8c00e9f541a9fd5";"2022-06-10";"17:06:00";"00:02:18";"Data Analyst";"Yes";"86k-105k";"Other";"Python";4;6;3;4;4;2;"Easy";"Better Salary";"Female";28;"Other";"Masters";"Indian"
"62a3b314f408bae018ee0938";"2022-06-10";"17:09:00";"00:01:18";"Data Analyst";"Yes";"106k-125k";"Other";"R";8;8;10;9;7;5;"Easy";"Better Salary";"Male";29;"United States";"Bachelors";"White or Caucasian"
"62a3b3f6bc6861bf3177973b";"2022-06-10";"17:13:00";"00:01:02";"Data Analyst";"Yes";"66k-85k";"Finance";"Python";3;2;1;1;0;2;"Very Difficult";"Better Salary";"Female";26;"United States";"Masters";"Asian or Asian American"
"62a3ba4dbc6861bf31779f24";"2022-06-10";"17:40:00";"00:01:19";"Data Analyst";"Yes";"41k-65k";"Other";"Python";3;5;3;3;1;1;"Neither easy nor difficult";"Better Salary";"Male";28;"United Kingdom";"Bachelors";"White or Caucasian"
"62a3baa624a262602738ff27";"2022-06-10";"17:41:00";"00:04:19";"Data Analyst";"No";"0-40k";"Finance";"Python";6;8;7;6;2;4;"Easy";"Other";"Male";25;"Other";"Masters";"White or Caucasian"
"62a3bc00d8c00e9f541aad66";"2022-06-10";"17:47:00";"00:01:30";"Data Analyst";"Yes";"66k-85k";"Finance";"R";5;7;7;3;7;9;"Difficult";"Better Salary";"Female";26;"United States";"Bachelors";"Asian or Asian American"
"62a3bf1b0a77c1a77f66a347";"2022-06-10";"18:00:00";"00:05:36";"Data Engineer";"Yes";"125k-150k";"Healthcare";"Python";6;3;9;5;8;8;"Neither easy nor difficult";"Remote Work";"Female";38;"United States";"Masters";"White or Caucasian"
"62a3c021f8f756164586043f";"2022-06-10";"18:05:00";"00:02:00";"Other";"Yes";"0-40k";"Other";"SQL";0;3;3;3;4;4;"Neither easy nor difficult";"Better Salary";"Female";20;"Other";"High School";"Black or African American"
"62a3c1b1bc6861bf3177aa8c";"2022-06-10";"18:12:00";"00:02:04";"Data Analyst";"No";"66k-85k";"Education";"SQL";4;6;7;7;2;2;"Neither easy nor difficult";"Remote Work";"Female";45;"United States";"Masters";"Black or African American"
"62a3c30324a26260273909b9";"2022-06-10";"18:17:00";"00:01:18";"Data Analyst";"No";"86k-105k";"Other";"Python";5;3;5;6;6;4;"Difficult";"Good Work/Life Balance";"Male";27;"Canada";"Masters";"Other"
"62a3c476bc6861bf3177ad9d";"2022-06-10";"18:23:00";"00:02:58";"Data Analyst";"Yes";"41k-65k";"Other";"Python";3;7;7;7;7;6;"Difficult";"Good Culture";"Male";28;"Canada";"Masters";"Asian or Asian American"
"62a3c5f2cec54911e9cb3d9b";"2022-06-10";"18:30:00";"00:04:30";"Student/Looking/None";"Yes";"0-40k";"Student";"R";2;10;10;10;10;3;"Neither easy nor difficult";"Remote Work";"Female";29;"Other";"Bachelors";"Other"
"62a3c7f1bc6861bf3177b06e";"2022-06-10";"18:38:00";"00:01:57";"Other";"No";"41k-65k";"Tech";"C/C++";7;7;7;7;7;7;"Neither easy nor difficult";"Better Salary";"Female";43;"Other";"High School";"Asian or Asian American"
"62a3c8652e54c9003e54103e";"2022-06-10";"18:40:00";"00:02:27";"Data Analyst";"Yes";"0-40k";"Finance";"Python";0;5;9;9;0;10;"Neither easy nor difficult";"Remote Work";"Male";26;"Other";"Bachelors";"Black or African American"
"62a3ca44bae91e4b8b83dcd4";"2022-06-10";"18:48:00";"00:04:17";"Student/Looking/None";"No";"41k-65k";"Tech";"SQL";7;8;7;7;8;7;"Neither easy nor difficult";"Other";"Female";47;"United States";"Bachelors";"Black or African American"
"62a3cbfef8d5efcc22f8b6f1";"2022-06-10";"18:55:00";"00:01:20";"Data Analyst";"Yes";"0-40k";"Tech";"Python";0;1;1;1;1;2;"Very Difficult";"Better Salary";"Male";25;"Other";"Bachelors";"Other"
"62a3cde8f8f7561645861366";"2022-06-10";"19:04:00";"00:02:02";"Other";"No";"0-40k";"Finance";"Python";6;6;3;7;2;4;"Very Difficult";"Learning opportunity";"Male";32;"Other";"Masters";"White or Caucasian"
"62a3cfed0f8c8599d5b00b12";"2022-06-10";"19:12:00";"00:01:09";"Data Analyst";"Yes";"0-40k";"Finance";"Python";1;10;10;5;3;1;"Neither easy nor difficult";"Better Salary";"Female";25;"United States";"Bachelors";"White or Caucasian"
"62a3d21ef3072dd8926314d1";"2022-06-10";"19:22:00";"00:02:40";"Data Analyst";"No";"0-40k";"Finance";"Python";1;2;10;1;2;8;"Difficult";"Remote Work";"Female";29;"Other";"Bachelors";"Hispanic or Latino"
"62a3d37c0a77c1a77f66bc0e";"2022-06-10";"19:27:00";"00:01:11";"Data Analyst";"No";"41k-65k";"Healthcare";"SQL";3;7;5;5;3;3;"Neither easy nor difficult";"Better Salary";"Female";33;"United States";"Bachelors";"Asian or Asian American"
"62a3d8dbf8f7561645861f9d";"2022-06-10";"19:50:00";"00:04:51";"Data Analyst";"No";"106k-125k";"Education";"Python";6;10;10;10;7;6;"Easy";"Learning opportunity";"Male";36;"United States";"Masters";"Asian or Asian American"
"62a3d9697dc029e2d66cf087";"2022-06-10";"19:53:00";"00:01:32";"Data Analyst";"Yes";"41k-65k";"Healthcare";"Python";4;10;9;3;0;10;"Difficult";"Good Work/Life Balance";"Male";25;"United States";"Bachelors";"White or Caucasian"
"62a3dac9f3072dd892631e12";"2022-06-10";"19:59:00";"00:03:19";"Data Scientist";"No";"150k-225k";"Other";"Python";8;7;8;7;7;8;"Neither easy nor difficult";"Good Work/Life Balance";"Male";38;"United States";"Masters";"White or Caucasian"
"62a3dc3ab4da29969c63e3d7";"2022-06-10";"20:05:00";"00:03:42";"Data Analyst";"Yes";"66k-85k";"Other";"R";3;2;6;6;5;4;"Difficult";"Good Work/Life Balance";"Male";30;"United States";"Masters";"Mix"
"62a3e2abf8f75616458628d1";"2022-06-10";"20:32:00";"00:01:48";"Data Analyst";"Yes";"41k-65k";"Tech";"Python";3;5;6;6;6;7;"Difficult";"Good Culture";"Male";35;"United States";"Masters";"Black or African American"
"62a3e32bd8c00e9f541ad5f0";"2022-06-10";"20:34:00";"00:01:44";"Other";"No";"41k-65k";"Education";"SQL";0;1;10;5;0;0;"Difficult";"Better Salary";"Female";42;"United States";"Bachelors";"White or Caucasian"
"62a3ecf7bc6861bf3177d5c2";"2022-06-10";"21:16:00";"00:01:40";"Data Analyst";"Yes";"66k-85k";"Healthcare";"Python";3;5;4;6;4;6;"Easy";"Remote Work";"Male";30;"United States";"Masters";"White or Caucasian"
"62a3eea9bae91e4b8b8401a4";"2022-06-10";"21:23:00";"00:01:57";"Student/Looking/None";"Yes";"0-40k";"Other";"Python";0;0;0;0;0;4;"Very Difficult";"Better Salary";"Female";25;"Other";"Bachelors";"Black or African American"
"62a3f39df8d5efcc22f8ddc2";"2022-06-10";"21:45:00";"01:09:45";"Data Analyst";"No";"86k-105k";"Healthcare";"Python";5;9;5;2;5;1;"Difficult";"Good Culture";"Female";28;"United States";"Bachelors";"Asian or Asian American"
"62a3f6a25d257a28a30e9d02";"2022-06-10";"21:57:00";"00:04:54";"Data Analyst";"Yes";"0-40k";"Other";"Python";5;10;8;5;7;10;"Very Difficult";"Other";"Male";28;"Canada";"Bachelors";"Asian or Asian American"
"62a3f6d9bae91e4b8b8408ca";"2022-06-10";"21:58:00";"00:00:59";"Student/Looking/None";"No";"0-40k";"Student";"SQL";0;0;0;0;0;0;"Neither easy nor difficult";"Better Salary";"Male";20;"Other";"High School";"Asian or Asian American"
"62a3fc7c7dc029e2d66d10e8";"2022-06-10";"22:22:00";"00:02:26";"Data Analyst";"Yes";"106k-125k";"Construction";"Other";7;8;7;7;10;10;"Easy";"Good Culture";"Male";33;"United States";"Masters";"Hispanic or Latino"
"62a3fe0d5d257a28a30ea3c8";"2022-06-10";"22:29:00";"00:12:09";"Data Analyst";"No";"66k-85k";"Tech";"Python";8;6;7;7;8;8;"Easy";"Better Salary";"Male";23;"United States";"Associates";"White or Caucasian"
"62a3fea50a77c1a77f66e41b";"2022-06-10";"22:32:00";"00:00:43";"Data Analyst";"Yes";"0-40k";"Healthcare";"R";4;5;7;7;5;7;"Neither easy nor difficult";"Better Salary";"Female";35;"Other";"Bachelors";"Hispanic or Latino"
"62a40276bc6861bf3177e6fd";"2022-06-10";"22:48:00";"00:04:01";"Student/Looking/None";"Yes";"0-40k";"Other";"Python";2;2;3;3;2;3;"Difficult";"Good Work/Life Balance";"Male";22;"India";"Bachelors";"Asian or Asian American"
"62a403bbf8d5efcc22f8eb18";"2022-06-10";"22:53:00";"00:02:40";"Data Analyst";"Yes";"0-40k";"Tech";"Python";5;10;5;6;6;8;"Very Difficult";"Better Salary";"Male";33;"India";"Bachelors";"Asian or Asian American"
"62a403d30f8c8599d5b03d65";"2022-06-10";"22:54:00";"00:00:59";"Data Engineer";"No";"0-40k";"Real Estate";"Python";1;7;7;7;1;2;"Very Easy";"Better Salary";"Male";22;"United States";"Bachelors";"White or Caucasian"
"62a4044acf25554317312a81";"2022-06-10";"22:56:00";"00:03:27";"Data Analyst";"Yes";"86k-105k";"Other";"R";7;8;8;7;5;9;"Neither easy nor difficult";"Remote Work";"Male";35;"United States";"Bachelors";"White or Caucasian"
"62a4061bf408bae018ee5deb";"2022-06-10";"23:03:00";"00:02:55";"Data Analyst";"Yes";"66k-85k";"Agriculture";"SQL";8;5;6;4;4;8;"Easy";"Good Work/Life Balance";"Female";37;"United States";"Masters";"White or Caucasian"
"62a4098124a2626027394ddc";"2022-06-10";"23:18:00";"00:02:12";"Data Analyst";"Yes";"66k-85k";"Healthcare";"Python";10;10;10;7;10;10;"Neither easy nor difficult";"Better Salary";"Male";36;"United States";"Masters";"White or Caucasian"
"62a40c99575fa3a5ae89de4b";"2022-06-10";"23:31:00";"00:02:29";"Data Scientist";"Yes";"86k-105k";"Other";"Python";6;5;8;8;7;9;"Easy";"Good Work/Life Balance";"Male";26;"India";"Bachelors";"Hispanic or Latino"
"62a40d86d8c00e9f541afb5e";"2022-06-10";"23:35:00";"00:05:15";"Data Analyst";"Yes";"0-40k";"Other";"R";3;2;6;5;5;6;"Neither easy nor difficult";"Good Culture";"Female";25;"Other";"Bachelors";"Asian or Asian American"
